date,origin,destination,commodity,vessel_type,vessel_size,freight_rate,fuel_price,demand_index,supply_index,port_congestion_index
2021-08-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.73,483.39,103.98,100.96,31.11
2021-08-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.53,486.17,104.0,101.32,31.76
2021-08-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.47,490.56,104.36,101.08,31.85
2021-08-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.18,488.83,104.39,100.93,31.67
2021-08-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.6,488.31,105.08,101.13,32.43
2021-08-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.73,488.85,104.97,100.33,32.72
2021-08-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.58,491.48,105.13,101.11,32.89
2021-08-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.67,490.03,105.22,101.19,32.78
2021-08-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.9,489.69,104.9,101.87,32.84
2021-08-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.17,490.88,105.01,101.32,32.86
2021-08-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.81,491.57,106.21,100.68,32.89
2021-08-31,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.69,491.03,105.91,100.14,32.87
2021-09-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.73,490.86,106.03,100.25,33.0
2021-09-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.35,488.83,106.64,100.19,33.01
2021-09-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.28,488.5,107.19,99.88,33.5
2021-09-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.15,488.13,107.06,99.39,33.99
2021-09-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.24,488.51,105.49,98.99,33.98
2021-09-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.29,487.71,105.67,98.94,33.92
2021-09-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.26,488.44,104.2,98.93,33.85
2021-09-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.03,489.99,104.94,98.47,34.07
2021-09-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.14,490.26,104.91,99.25,33.57
2021-09-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.31,490.81,105.37,99.14,33.95
2021-09-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.55,490.92,104.7,99.88,33.84
2021-09-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.06,490.95,103.63,99.77,34.61
2021-09-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.36,489.9,103.65,99.89,35.2
2021-09-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.77,490.41,103.5,99.88,35.45
2021-09-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.85,490.29,103.07,99.1,35.44
2021-09-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.99,493.46,102.99,99.83,35.48
2021-09-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.33,495.85,104.52,99.53,35.46
2021-09-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.09,496.46,104.89,99.85,34.86
2021-09-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.01,495.34,105.39,99.4,34.64
2021-09-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.58,493.71,105.76,99.26,34.71
2021-09-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.49,495.52,106.52,98.71,34.06
2021-09-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.01,495.95,106.28,99.36,33.78
2021-09-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.4,496.7,104.92,99.72,33.34
2021-09-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.11,494.11,104.68,99.94,33.2
2021-09-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.8,495.53,105.04,100.57,33.02
2021-09-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.88,496.24,104.34,101.25,32.71
2021-09-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.91,494.61,104.11,101.67,33.34
2021-09-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.7,493.93,103.57,101.04,33.47
2021-09-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.98,494.36,104.35,100.57,33.44
2021-09-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.86,494.46,104.68,100.02,33.5
2021-10-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.1,494.06,104.95,100.35,33.55
2021-10-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.12,493.93,105.21,100.39,33.31
2021-10-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.25,493.58,105.07,99.72,32.97
2021-10-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.16,493.84,105.07,99.62,33.37
2021-10-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.99,496.08,104.25,99.0,33.0
2021-10-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.96,492.26,102.83,99.19,32.21
2021-10-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,20.51,491.93,102.8,98.36,32.18
2021-10-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.12,492.23,102.89,98.61,32.25
2021-10-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.02,492.7,103.51,98.71,31.62
2021-10-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.81,492.17,104.34,99.54,31.81
2021-10-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.99,489.57,105.18,99.84,32.37
2021-10-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.86,490.09,104.48,99.73,32.37
2021-10-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.61,492.71,104.16,100.19,33.18
2021-10-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.81,490.44,104.35,99.46,33.73
2021-10-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.12,491.77,105.77,98.77,34.67
2021-10-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.29,491.3,106.56,98.81,35.98
2021-10-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.64,491.24,107.14,97.65,36.43
2021-10-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.54,489.69,106.81,97.68,36.42
2021-10-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.85,489.22,106.19,97.26,36.65
2021-10-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.5,491.2,106.58,97.26,36.52
2021-10-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.36,492.11,105.83,96.83,36.38
2021-10-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.55,494.73,105.6,97.08,36.06
2021-10-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.23,496.53,105.44,97.11,36.18
2021-10-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.27,497.22,106.32,97.68,36.14
2021-10-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.81,499.86,106.02,97.72,35.79
2021-10-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.69,500.55,104.48,97.57,35.57
2021-10-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.5,501.82,104.71,97.41,35.57
2021-10-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.83,501.41,104.21,96.82,34.68
2021-10-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.32,501.54,104.17,97.03,34.08
2021-10-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.13,500.52,104.04,97.34,33.59
2021-10-31,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.44,502.04,103.81,98.61,33.18
2021-11-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.15,500.3,104.22,98.24,33.45
2021-11-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.21,501.5,103.23,98.25,33.29
2021-11-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.18,501.25,102.86,98.02,33.62
2021-11-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.79,503.04,103.21,98.07,34.01
2021-11-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.21,504.19,102.78,98.33,34.34
2021-11-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.01,506.95,101.76,98.45,34.32
2021-11-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.96,508.08,102.11,98.95,34.49
2021-11-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.19,505.75,102.73,98.54,35.09
2021-11-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.39,505.68,102.66,99.05,35.44
2021-11-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.4,503.95,101.43,99.5,35.28
2021-11-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.91,503.2,101.81,99.44,35.89
2021-11-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.0,505.5,100.77,99.44,34.69
2021-11-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.4,506.49,100.92,100.63,34.61
2021-11-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.84,505.47,100.34,100.31,34.34
2021-11-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.63,503.98,99.61,100.56,34.62
2021-11-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.55,504.06,99.31,100.23,35.17
2021-11-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.39,502.26,99.17,101.15,34.56
2021-11-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.81,501.29,98.76,101.65,35.02
2021-11-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.68,501.78,99.08,101.27,34.63
2021-11-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.12,503.55,98.79,101.57,34.1
2021-11-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.58,504.49,99.36,101.61,34.15
2021-11-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.5,501.08,99.5,101.33,34.06
2021-11-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.22,501.57,99.07,101.77,33.33
2021-11-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.62,501.71,98.53,102.05,33.45
2021-11-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.19,502.36,97.53,102.31,33.48
2021-11-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.42,504.81,97.7,102.26,33.94
2021-11-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.4,501.75,97.48,102.51,33.71
2021-11-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.68,500.89,96.05,102.84,33.34
2021-11-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.7,501.81,95.72,102.92,33.24
2021-11-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.57,499.47,95.18,102.68,33.78
2021-12-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.89,501.71,96.13,103.38,32.89
2021-12-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.59,502.29,95.11,103.01,32.25
2021-12-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.65,503.59,94.25,103.35,32.04
2021-12-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.63,502.77,94.92,103.09,31.77
2021-12-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.59,504.02,95.75,103.85,31.87
2021-12-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.03,505.65,95.32,103.46,31.71
2021-12-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.04,506.03,94.95,103.15,31.36
2021-12-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.78,506.41,95.34,102.6,31.48
2021-12-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.94,506.85,93.96,102.97,31.39
2021-12-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.74,505.58,92.87,102.45,31.02
2021-12-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.57,505.39,92.73,102.23,30.81
2021-12-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.96,505.19,93.68,101.01,30.98
2021-12-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.2,505.8,93.45,101.17,30.92
2021-12-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.7,507.33,93.54,100.9,30.24
2021-12-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.98,505.77,94.26,100.05,30.61
2021-12-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.85,505.61,95.56,100.4,30.75
2021-12-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.73,507.86,95.25,99.79,31.18
2021-12-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.97,506.78,95.28,100.19,31.42
2021-12-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.83,505.57,96.42,99.67,32.18
2021-12-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.71,505.91,111.07,98.27,35.44
2021-12-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.73,507.2,107.71,99.15,34.45
2021-12-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.91,507.25,104.17,99.17,33.06
2021-12-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.75,509.27,102.08,99.03,32.26
2021-12-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.81,510.59,100.35,99.59,32.33
2021-12-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.14,511.88,98.62,99.72,32.49
2021-12-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.0,512.74,97.19,99.85,31.67
2021-12-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.16,516.26,96.75,100.55,31.38
2021-12-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.88,515.99,96.92,100.15,31.39
2021-12-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.06,513.01,96.54,100.25,31.53
2021-12-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.15,515.45,96.38,100.76,30.79
2021-12-31,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.15,514.79,96.02,101.21,30.06
2022-01-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.52,514.98,95.53,101.21,30.13
2022-01-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.95,516.98,96.04,100.99,29.48
2022-01-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.45,514.6,96.61,100.03,29.44
2022-01-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.3,512.76,98.25,99.26,29.92
2022-01-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.43,510.38,98.11,99.44,30.05
2022-01-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.27,509.22,97.91,99.4,29.94
2022-01-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.02,509.91,98.46,99.35,29.93
2022-01-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.34,510.73,99.03,99.79,30.41
2022-01-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.94,511.17,98.8,99.23,30.47
2022-01-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.55,509.08,98.65,99.13,30.17
2022-01-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.05,505.65,99.06,99.17,30.29
2022-01-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.23,505.76,98.66,98.87,30.34
2022-01-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.0,505.08,98.51,99.61,30.99
2022-01-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.83,505.8,98.65,100.05,31.34
2022-01-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.56,506.89,99.35,100.09,32.0
2022-01-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.94,507.12,99.09,101.02,31.69
2022-01-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.74,508.29,98.08,100.42,31.23
2022-01-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.46,508.67,97.03,100.58,30.88
2022-01-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,21.9,509.49,96.38,100.86,30.66
2022-01-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.21,508.46,95.7,100.5,30.08
2022-01-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.47,508.23,95.71,100.65,30.59
2022-01-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.87,508.55,95.11,100.19,30.8
2022-01-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.43,509.81,94.8,100.58,30.59
2022-01-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.44,509.25,94.44,101.16,30.76
2022-01-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.3,510.06,94.29,101.32,30.81
2022-01-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.88,509.69,95.2,100.26,31.33
2022-01-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.07,509.55,95.71,99.7,30.92
2022-01-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.29,510.82,95.84,99.96,30.89
2022-01-29,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.37,507.86,95.68,100.0,30.83
2022-01-30,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.76,505.95,95.54,98.67,31.04
2022-01-31,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.27,503.75,95.86,99.24,30.87
2022-02-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.48,500.28,96.33,99.24,29.99
2022-02-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.33,499.3,95.91,98.9,29.45
2022-02-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.27,500.45,96.05,99.37,29.46
2022-02-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.57,500.05,94.96,99.2,29.22
2022-02-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.9,500.38,95.21,98.81,29.95
2022-02-06,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.96,502.04,95.79,98.91,30.33
2022-02-07,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,22.66,504.07,95.75,99.8,30.35
2022-02-08,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.56,503.99,96.97,100.43,30.65
2022-02-09,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.15,506.05,96.57,100.67,30.99
2022-02-10,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.35,506.22,96.83,100.86,30.82
2022-02-11,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.23,504.99,96.94,101.24,30.79
2022-02-12,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.76,504.13,97.01,100.6,30.37
2022-02-13,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.73,501.94,97.08,100.92,30.95
2022-02-14,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.93,500.64,97.27,100.52,31.16
2022-02-15,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.91,500.13,97.92,100.58,31.04
2022-02-16,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.01,501.37,98.88,100.33,31.23
2022-02-17,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.13,503.98,99.01,100.56,31.47
2022-02-18,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.74,501.94,99.63,100.52,31.52
2022-02-19,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.16,502.55,99.35,99.03,31.24
2022-02-20,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.54,501.02,99.94,99.03,31.13
2022-02-21,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.32,501.77,99.62,99.4,31.18
2022-02-22,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.11,501.6,100.41,99.5,31.24
2022-02-23,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.95,498.88,101.88,99.23,31.42
2022-02-24,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,25.24,500.31,101.94,100.04,30.9
2022-02-25,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.19,499.43,100.76,100.37,30.64
2022-02-26,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,24.13,498.66,100.57,100.62,30.52
2022-02-27,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.8,497.08,101.45,101.01,30.61
2022-02-28,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.57,496.13,101.92,101.12,30.81
2022-03-01,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.52,496.8,102.2,100.63,31.18
2022-03-02,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.81,496.55,102.95,99.3,31.64
2022-03-03,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.95,497.07,103.37,99.0,31.97
2022-03-04,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.66,497.64,104.24,99.25,32.09
2022-03-05,Australia,East Coast India,Grain,Bulk Carrier,40000-55000 DWT,23.54,499.66,104.93,98.97,32.04
